id,species_key,scientific_name,common_name,is_endemic_sumatra,quality,recordist,date,time,country,locality,latitude,longitude,elevation,length_sec,license,url_page,url_audio,file_path,sha256,status
1082243,Batrachostomus_poliolophus,Batrachostomus poliolophus,Sumatran Frogmouth,True,A,Kalvin Chan,2026-01-18,19:30,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,,,0:07,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1082243,https://xeno-canto.org/1082243/download,data/xeno_canto/Batrachostomus_poliolophus/A/XC1082243 - Sumatran Frogmouth - Batrachostomus poliolophus.mp3,4ead4da8d01ba1fae339e2a574e8dc14e68bed5325a5727d06e7822d280379a8,Ready_Existing
56930,Batrachostomus_poliolophus,Batrachostomus poliolophus,Sumatran Frogmouth,True,A,Fabian Ducry &amp; David Marques,2009-08-28,21:03,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,,,0:44,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/56930,https://xeno-canto.org/56930/download,data/xeno_canto/Batrachostomus_poliolophus/A/XC56930 - Sumatran Frogmouth - Batrachostomus poliolophus.mp3,be2c4b717564b3ae31a1947c419a4d017fc7a1953bf7404e5ac27c97eaa13b78,Ready_Existing
90910,Batrachostomus_poliolophus,Batrachostomus poliolophus,Sumatran Frogmouth,True,A,Fabian Ducry &amp; David Marques,2009-09-08,?,Indonesia,"Danau Ranau, Bukit Barisan Selatan NP, Lampung, Sumatra ",-4.9667,,,0:06,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/90910,https://xeno-canto.org/90910/download,data/xeno_canto/Batrachostomus_poliolophus/A/XC90910 - Sumatran Frogmouth - Batrachostomus poliolophus.mp3,c9098876e646c7153ad08b52e1ad8eb96c7bfb1fe84efc9f86415674cb5d1600,Ready_Existing
241720,Batrachostomus_poliolophus,Batrachostomus poliolophus,Sumatran Frogmouth,True,B,Mike Nelson,2015-02-26,20:00,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,,,0:02,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/241720,https://xeno-canto.org/241720/download,data/xeno_canto/Batrachostomus_poliolophus/B/XC241720 - Sumatran Frogmouth - Batrachostomus poliolophus.mp3,0c36f28a921b9f7b3004216e3420fdd5fabde22fd4a5ea28bfb41b9216315915,Ready_Existing
241718,Batrachostomus_poliolophus,Batrachostomus poliolophus,Sumatran Frogmouth,True,C,Mike Nelson,2015-02-25,06:00,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,,,0:28,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/241718,https://xeno-canto.org/241718/download,data/xeno_canto/Batrachostomus_poliolophus/C/XC241718 - Sumatran Frogmouth - Batrachostomus poliolophus.mp3,466fd1f0f2091bca00fc52bfb850837cf9c8804e1ad347d4ebfe4b9e7d534b4d,Ready_Existing
409525,Batrachostomus_poliolophus,Batrachostomus poliolophus,Sumatran Frogmouth,True,C,Frank Lambert,2016-07-04,05:35,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,,,0:28,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/409525,https://xeno-canto.org/409525/download,data/xeno_canto/Batrachostomus_poliolophus/C/XC409525 - Sumatran Frogmouth - Batrachostomus poliolophus.mp3,f3baebaa70958fa77f54d0fa0256c84826b3e96ba40cd0b57a439ffa8642455e,Ready_Existing
621170,Batrachostomus_poliolophus,Batrachostomus poliolophus,Sumatran Frogmouth,True,E,Rainforest Connection,2019-09-07,00:30,Indonesia,"Payung Sekaki, Solok, Sumatera Barat",-0.8819,,,1:00,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/621170,https://xeno-canto.org/621170/download,data/xeno_canto/Batrachostomus_poliolophus/E/XC621170 - Sumatran Frogmouth - Batrachostomus poliolophus.mp3,acb09a2da6985837bf232444bf2643cc54d330cae2b8ff4ccefaf46ed0081c71,Ready_Existing
39384,Caprimulgus_pulchellus,Caprimulgus pulchellus,Salvadori's Nightjar,True,A,Charles Davies,2009-08-01,18:00,Indonesia,"Gunung Gede National Park, Java ",-6.727348,,,0:37,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/39384,https://xeno-canto.org/39384/download,data/xeno_canto/Caprimulgus_pulchellus/A/XC39384 - Salvadori's Nightjar - Caprimulgus pulchellus.mp3,e445aded276d336998d12ab31de7478a55b923a585dde3c9a03b301e5b803b1a,Ready_Existing
409533,Caprimulgus_pulchellus,Caprimulgus pulchellus,Salvadori's Nightjar,True,A,Frank Lambert,2016-07-05,06:10,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,,,0:03,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/409533,https://xeno-canto.org/409533/download,data/xeno_canto/Caprimulgus_pulchellus/A/XC409533 - Salvadori's Nightjar - Caprimulgus pulchellus pulchellus.mp3,f7ed0693aabfb5016127ac33e236de45955442f08eb4032de46fcb18568efe06,Ready_Existing
898778,Caprimulgus_pulchellus,Caprimulgus pulchellus,Salvadori's Nightjar,True,A,Robert Hutchinson,2023-06-09,19:00,Indonesia,"Meratus, East Kalimantan, Borneo",-0.9492,,,0:56,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/898778,https://xeno-canto.org/898778/download,data/xeno_canto/Caprimulgus_pulchellus/A/XC898778 - Salvadori's Nightjar - Caprimulgus pulchellus.mp3,b18662082b19b8f62256cd956b4ac995d19f9b0be393355db33d7170ca0cf5d6,Ready_Existing
898779,Caprimulgus_pulchellus,Caprimulgus pulchellus,Salvadori's Nightjar,True,A,Robert Hutchinson,2023-06-09,19:00,Indonesia,"Meratus, East Kalimantan, Borneo",-0.9492,,,0:11,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/898779,https://xeno-canto.org/898779/download,data/xeno_canto/Caprimulgus_pulchellus/A/XC898779 - Salvadori's Nightjar - Caprimulgus pulchellus.mp3,e5ff8fbc96cb83471fd1be96627c7c80323c124db0b3f64524979cce674741f5,Ready_Existing
898780,Caprimulgus_pulchellus,Caprimulgus pulchellus,Salvadori's Nightjar,True,A,Robert Hutchinson,2023-06-09,19:00,Indonesia,"Meratus, East Kalimantan, Borneo",-0.9492,,,0:22,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/898780,https://xeno-canto.org/898780/download,data/xeno_canto/Caprimulgus_pulchellus/A/XC898780 - Salvadori's Nightjar - Caprimulgus pulchellus.mp3,951438004bd6de79a69a9638f37d21cfcac5fc06ea4c5a01b7d58b67c13d3240,Ready_Existing
898781,Caprimulgus_pulchellus,Caprimulgus pulchellus,Salvadori's Nightjar,True,A,Robert Hutchinson,2023-06-09,19:00,Indonesia,"Meratus, East Kalimantan, Borneo",-0.9492,,,0:31,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/898781,https://xeno-canto.org/898781/download,data/xeno_canto/Caprimulgus_pulchellus/A/XC898781 - Salvadori's Nightjar - Caprimulgus pulchellus.mp3,e0f426e0041e73dd54538b7b18b2577e45fbb34c3cbf40e477cd9529625b8393,Ready_Existing
23119,Caprimulgus_pulchellus,Caprimulgus pulchellus,Salvadori's Nightjar,True,B,George Wagner,2008-07-13,05:56,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,,,0:14,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/23119,https://xeno-canto.org/23119/download,data/xeno_canto/Caprimulgus_pulchellus/B/XC23119 - Salvadori's Nightjar - Caprimulgus pulchellus.mp3,a58ddb49f613e2c75553c9593f512cc3dc80748e61eb7c9ce61da3693882976e,Ready_Existing
241698,Caprimulgus_pulchellus,Caprimulgus pulchellus,Salvadori's Nightjar,True,B,Mike Nelson,2015-02-24,05:00,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,,,1:21,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/241698,https://xeno-canto.org/241698/download,data/xeno_canto/Caprimulgus_pulchellus/B/XC241698 - Salvadori's Nightjar - Caprimulgus pulchellus.mp3,45d96e690384ec8eeda7980c973fc9de88a6f37492aa849fae60577eb0314989,Ready_Existing
756648,Caprimulgus_pulchellus,Caprimulgus pulchellus,Salvadori's Nightjar,True,B,Panji Gusti Akbar,2022-10-04,20:00,Indonesia,"Sakura Guesthouse, Cibodas Botanical Garden",-6.7432,,,0:14,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/756648,https://xeno-canto.org/756648/download,data/xeno_canto/Caprimulgus_pulchellus/B/XC756648 - Salvadori's Nightjar - Caprimulgus pulchellus.mp3,0f4393be476c4cb636614541c8939f54d3bccc48572e42e967699f5f2def3efe,Ready_Existing
90805,Caprimulgus_pulchellus,Caprimulgus pulchellus,Salvadori's Nightjar,True,B,Fabian Ducry &amp; David Marques,2009-08-28,?,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,,,0:36,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/90805,https://xeno-canto.org/90805/download,data/xeno_canto/Caprimulgus_pulchellus/B/XC90805 - Salvadori's Nightjar - Caprimulgus pulchellus.mp3,8103e8ee3eb7f8997c0b3b564aaf9c48c691b34f9b5cdb87e6100764497a3ef6,Ready_Existing
204324,Caprimulgus_pulchellus,Caprimulgus pulchellus,Salvadori's Nightjar,True,C,Mike Nelson,2014-09-30,05:00,Indonesia,"Gunung Gede National Park, Java",-6.7273,,,0:18,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/204324,https://xeno-canto.org/204324/download,data/xeno_canto/Caprimulgus_pulchellus/C/XC204324 - Salvadori's Nightjar - Caprimulgus pulchellus.mp3,cb73fe0e768fdbae2632df9c2ba312f29ee95a9142dcb65c195e42bf2b7411e0,Ready_Existing
296497,Caprimulgus_pulchellus,Caprimulgus pulchellus,Salvadori's Nightjar,True,C,Ashley Banwell,2015-12-07,05:30,Indonesia,"Lut Tawar (near  Takengon), Central Aceh, Aceh",4.6223,,,0:14,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/296497,https://xeno-canto.org/296497/download,data/xeno_canto/Caprimulgus_pulchellus/C/XC296497 - Salvadori's Nightjar - Caprimulgus pulchellus.mp3,a65e9c302a628a9d93b22168c60c875d7c94ec0217eb92bdd2214afff16ffe45,Ready_Existing
296507,Caprimulgus_pulchellus,Caprimulgus pulchellus,Salvadori's Nightjar,True,C,Ashley Banwell,2015-12-07,05:30,Indonesia,"Lut Tawar (near  Takengon), Central Aceh, Aceh",4.6223,,,0:16,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/296507,https://xeno-canto.org/296507/download,data/xeno_canto/Caprimulgus_pulchellus/C/XC296507 - Salvadori's Nightjar - Caprimulgus pulchellus.mp3,9625e3c468d27c2667f06da579c62962132359c27e5b23d67ea61d83bc2afa76,Ready_Existing
196213,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,A,yann muzika,2014-09-04,11:04,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra",-5.0685,,,1:07,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/196213,https://xeno-canto.org/196213/download,data/xeno_canto/Carpococcyx_viridis/A/XC196213 - Sumatran Ground Cuckoo - Carpococcyx viridis.mp3,0aafe336fa47f8f625b89c2daee5725c81a6754363627801a66a91379854e9db,Ready_Existing
196215,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,A,yann muzika,2014-09-03,11:18,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra",-5.0685,,,0:11,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/196215,https://xeno-canto.org/196215/download,data/xeno_canto/Carpococcyx_viridis/A/XC196215 - Sumatran Ground Cuckoo - Carpococcyx viridis.mp3,788f39bb4b0309747e45d6bb4cffad992f517980c3b6cf71f5d001fcdc9da7fb,Ready_Existing
301157,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,A,Gareth K.,2013-02-07,07:30,Indonesia,"Balik Bukit, Lampung Barat, Lampung",-5.0656,,,1:09,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/301157,https://xeno-canto.org/301157/download,data/xeno_canto/Carpococcyx_viridis/A/XC301157 - Sumatran Ground Cuckoo - Carpococcyx viridis.mp3,2dfb5b45970a0ced079c49da8187345493b5ace82a34bf4e033bd3cf4889eae4,Ready_Existing
306523,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,A,Stijn Cooleman,2014-07-18,11:19,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra",-5.0685,,,0:27,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/306523,https://xeno-canto.org/306523/download,data/xeno_canto/Carpococcyx_viridis/A/XC306523 - Sumatran Ground Cuckoo - Carpococcyx viridis.mp3,29ee0452132dba081110275efd8566cf03871327b91b33c4e210347402835e85,Ready_Existing
37883,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,A,Nick Brickle,2007-03-24,06:00,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra",-5.068545,,,1:13,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/37883,https://xeno-canto.org/37883/download,data/xeno_canto/Carpococcyx_viridis/A/XC37883 - Sumatran Ground Cuckoo - Carpococcyx viridis.mp3,3c5738e506775d01afb733b6e785161da3290cbbb1a2e07551ef8af38ccfbbd6,Ready_Existing
56936,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,A,Fabian Ducry &amp; David Marques,2009-09-05,?,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra",-5.0684,,,0:49,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/56936,https://xeno-canto.org/56936/download,data/xeno_canto/Carpococcyx_viridis/A/XC56936 - Sumatran Ground Cuckoo - Carpococcyx viridis.mp3,a7e73695194fe1fd1fff81dc96f212fb7d458c30dbafc43a58277c128cc39794,Ready_Existing
56937,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,A,Fabian Ducry &amp; David Marques,2009-09-05,?,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra",-5.0684,,,0:19,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/56937,https://xeno-canto.org/56937/download,data/xeno_canto/Carpococcyx_viridis/A/XC56937 - Sumatran Ground Cuckoo - Carpococcyx viridis.mp3,9be7e22283cfd30ff0254557d56d003118b3fc6962676df1add330f924acadd2,Ready_Existing
943912,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,A,Kim Chuah Lim,2024-10-19,08:40,Indonesia,"Kecamatan Gunung Raya, Kabupaten Kerinci, Jambi",-2.3268,,,0:10,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/943912,https://xeno-canto.org/943912/download,data/xeno_canto/Carpococcyx_viridis/A/XC943912 - Sumatran Ground Cuckoo - Carpococcyx viridis.mp3,d334d9c0d2457fe905704b3678f6a82e516b3e587ab4c81886ab8dc443fcdc43,Ready_Existing
943914,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,A,Kim Chuah Lim,2024-10-19,09:00,Indonesia,"Kecamatan Gunung Raya, Kabupaten Kerinci, Jambi",-2.3268,,,1:04,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/943914,https://xeno-canto.org/943914/download,data/xeno_canto/Carpococcyx_viridis/A/XC943914 - Sumatran Ground Cuckoo - Carpococcyx viridis (1).mp3,2dce2f2860a5ec8c4152280b982a41d571e2c1a3b8884748480d34ea46db6370,Ready_Existing
943914,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,A,Kim Chuah Lim,2024-10-19,09:00,Indonesia,"Kecamatan Gunung Raya, Kabupaten Kerinci, Jambi",-2.3268,,,1:04,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/943914,https://xeno-canto.org/943914/download,data/xeno_canto/Carpococcyx_viridis/A/XC943914 - Sumatran Ground Cuckoo - Carpococcyx viridis.mp3,2dce2f2860a5ec8c4152280b982a41d571e2c1a3b8884748480d34ea46db6370,Ready_Existing
943916,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,A,Kim Chuah Lim,2024-10-19,09:00,Indonesia,"Kecamatan Gunung Raya, Kabupaten Kerinci, Jambi",-2.3268,,,0:14,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/943916,https://xeno-canto.org/943916/download,data/xeno_canto/Carpococcyx_viridis/A/XC943916 - Sumatran Ground Cuckoo - Carpococcyx viridis.mp3,37bd361bedb00a4fa7c26df9174c604427ca02ba6b6318dfc0dd42e00382102e,Ready_Existing
943924,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,A,Kim Chuah Lim,2024-10-19,11:00,Indonesia,"Kecamatan Gunung Raya, Kabupaten Kerinci, Jambi",-2.3268,,,2:05,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/943924,https://xeno-canto.org/943924/download,data/xeno_canto/Carpococcyx_viridis/A/XC943924 - Sumatran Ground Cuckoo - Carpococcyx viridis.mp3,4fb4f31abcee23c56b057965d7996a4a03d06fb8ea3863e2a374c86bca2b8311,Ready_Existing
964067,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,A,Daan Drukker,2024-12-09,08:13,Indonesia,"Gunung Raya, Kerinci Regency, Jambi",-2.304,,,0:44,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/964067,https://xeno-canto.org/964067/download,data/xeno_canto/Carpococcyx_viridis/A/XC964067 - Sumatran Ground Cuckoo - Carpococcyx viridis.mp3,f985d24ec424317d63d654aba97a0e1de9ae2493386aa78d1339c9705560da62,Ready_Existing
37882,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,B,Nick Brickle,2007-03-24,06:00,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra",-5.068545,,,1:13,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/37882,https://xeno-canto.org/37882/download,data/xeno_canto/Carpococcyx_viridis/B/XC37882 - Sumatran Ground Cuckoo - Carpococcyx viridis.mp3,58126021e9af42751b70e01b82e0d846cbe8a8cfe2988bb354a23e3c51e681ef,Ready_Existing
38431,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,B,Duncan Wilson,2007-07-04,10:30,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra ",-5.068545,,,0:17,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/38431,https://xeno-canto.org/38431/download,data/xeno_canto/Carpococcyx_viridis/B/XC38431 - Sumatran Ground Cuckoo - Carpococcyx viridis.mp3,26fc7b58e3e7f6221577305eeacca2c35820941dd633540c52674117e87d21c1,Ready_Existing
38432,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,B,Duncan Wilson,2007-07-04,10:30,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra ",-5.068545,,,0:43,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/38432,https://xeno-canto.org/38432/download,data/xeno_canto/Carpococcyx_viridis/B/XC38432 - Sumatran Ground Cuckoo - Carpococcyx viridis.mp3,9a0c3b85a9c4f1ec0cc8fd22673fc901bb0bfa82cc32ca6c1fb0115ca6820d79,Ready_Existing
56938,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,B,Fabian Ducry &amp; David Marques,2009-09-05,?,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra",-5.0684,,,0:11,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/56938,https://xeno-canto.org/56938/download,data/xeno_canto/Carpococcyx_viridis/B/XC56938 - Sumatran Ground Cuckoo - Carpococcyx viridis.mp3,d7592dabee97404ad5000b32cd8ab02021057c559a99bd2d8eb289e5f7b4d741,Ready_Existing
85992,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,B,John Gregory,2008-04-04,11-00,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra",-5.0684,,,0:57,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/85992,https://xeno-canto.org/85992/download,data/xeno_canto/Carpococcyx_viridis/B/XC85992 - Sumatran Ground Cuckoo - Carpococcyx viridis (1).mp3,2f0188c99fd681fcf3b29be4213cfc117fc1258de2f05a327800f08c098509ef,Ready_Existing
85992,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,B,John Gregory,2008-04-04,11-00,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra",-5.0684,,,0:57,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/85992,https://xeno-canto.org/85992/download,data/xeno_canto/Carpococcyx_viridis/B/XC85992 - Sumatran Ground Cuckoo - Carpococcyx viridis.mp3,2f0188c99fd681fcf3b29be4213cfc117fc1258de2f05a327800f08c098509ef,Ready_Existing
196214,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,C,yann muzika,2014-09-04,09:37,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra",-5.0685,,,0:28,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/196214,https://xeno-canto.org/196214/download,data/xeno_canto/Carpococcyx_viridis/C/XC196214 - Sumatran Ground Cuckoo - Carpococcyx viridis.mp3,42b496d80c1ba94bb9a9c50842c4279d39d2ffbaaa299f01a264d475ac24a2b4,Ready_Existing
